Position,State,Member,Party,Chamber,Geography,Region,Division,MALELFP,FEMALELFP,MARRIEDRATE,TOTALHHs,MARRIEDwKIDS,COHABITwKIDS,SINGDADwKIDS,SINGMOMwKIDS,KIDSPRESENTHH,ALLFERTILITY,UNMARRFERTILITY,FERTILITYRATE,MARRIEDFERTILITY,MARRIEDwKIDSpct,Abbrev,DEM.,REP.,FIPS,DemxHouse.y,GOPxHouse.y,Note,Flip
"Congressional District 27 (118th Congress), Texas",Texas,Michael Cloud,Republican ,27,5001800US4827,South,SW Central,0.6446414261504709,0.5379528474237754,47.4,278672,51771,6784,3429,16696,32.9,9818,4048,57,5770,18.6,TX,0.42,0.56,48,0.34,0.66,NA,NA
"Congressional District 28 (118th Congress), Texas",Texas,Henry Cuellar,Democratic ,28,5001800US4828,South,SW Central,0.68374585371589,0.5393610047269088,46.3,246448,55642,8034,3403,19988,41.9,11726,4961,63,6765,22.6,TX,0.42,0.56,48,0.53,0.47,NA,NA
"Congressional District 29 (118th Congress), Texas",Texas,Sylvia Garcia,Democratic ,29,5001800US4829,South,SW Central,0.738803265975136,0.5262004532432548,42.1,242677,51363,11795,5491,21106,43.8,13437,5878,69,7559,21.2,TX,0.42,0.56,48,0.65,0.35,NA,NA
"Congressional District 30 (118th Congress), Texas",Texas,Jasmine Crockett,Democratic ,30,5001800US4830,South,SW Central,0.7125439950066751,0.6098792942154774,38.5,284067,43826,6399,3529,23518,32.0,11385,5390,56,5995,15.4,TX,0.42,0.56,48,0.85,--,NA,NA
"Congressional District 31 (118th Congress), Texas",Texas,John Carter,Republican ,31,5001800US4831,South,SW Central,0.719963224677967,0.5798664010312903,54.8,275983,70549,6209,3179,13886,36.9,10790,2170,57,8620,25.6,TX,0.42,0.56,48,0.36,0.64,NA,NA
"Congressional District 32 (118th Congress), Texas",Texas,Julie Johnson,Democratic ,32,5001800US4832,South,SW Central,0.7874575430933416,0.6602882434610221,42.6,308630,50802,6905,3623,17952,28.6,11364,3753,54,7611,16.5,TX,0.42,0.56,48,0.6,0.37,New member,NA
"Congressional District 33 (118th Congress), Texas",Texas,Marc Veasey,Democratic ,33,5001800US4833,South,SW Central,0.7764845459938224,0.5928280561788415,42.7,262040,54022,8481,3345,21281,38.8,12545,4759,61,7786,20.6,TX,0.42,0.56,48,0.69,0.31,NA,NA
"Congressional District 34 (118th Congress), Texas",Texas,Vicente Gonzalez Jr.,Democratic ,34,5001800US4834,South,SW Central,0.6499980153503628,0.5095845205659894,47.3,234820,55228,5879,3801,23112,44.2,10233,4128,55,6105,23.5,TX,0.42,0.56,48,0.51,0.49,NA,NA
"Congressional District 35 (118th Congress), Texas",Texas,Greg Casar,Democratic ,35,5001800US4835,South,SW Central,0.7515310900186308,0.6511007826162122,39.5,286996,48484,7261,3966,19862,31.8,11222,3417,53,7805,16.9,TX,0.42,0.56,48,0.67,0.33,NA,NA
"Congressional District 36 (118th Congress), Texas",Texas,Brian Babin,Republican ,36,5001800US4836,South,SW Central,0.6903241190196379,0.5416509890346162,50.3,277328,55799,8416,3867,16435,34.7,9991,3736,56,6255,20.1,TX,0.42,0.56,48,0.31,0.69,NA,NA
"Congressional District 37 (118th Congress), Texas",Texas,Lloyd Doggett,Democratic ,37,5001800US4837,South,SW Central,0.7910431448270837,0.6852650685519377,43.5,344890,59613,4279,3148,11974,24.3,9519,2286,44,7233,17.3,TX,0.42,0.56,48,0.74,0.24,NA,NA
"Congressional District 38 (118th Congress), Texas",Texas,Wesley Hunt,Republican ,38,5001800US4838,South,SW Central,0.7731863998849232,0.6056928515600729,56.3,284202,73989,5088,3001,12920,35.9,10607,1848,57,8759,26.0,TX,0.42,0.56,48,0.37,0.63,NA,NA
"Congressional District 1 (118th Congress), Utah",Utah,Blake Moore,Republican ,1,5001800US4901,West,Mountain,0.7705341849047713,0.6243106392165328,54.5,273657,76577,5151,4251,10163,38.1,11898,2022,57,9876,28.0,UT,0.38,0.59,49,0.32,0.63,NA,NA
"Congressional District 2 (118th Congress), Utah",Utah,Celeste Maloy,Republican ,2,5001800US4902,West,Mountain,0.7338137689733061,0.6032759425985279,53.4,278282,70091,4916,3789,10756,35.6,11520,2124,57,9396,25.2,UT,0.38,0.59,49,0.34,0.57999999999999996,NA,NA
"Congressional District 3 (118th Congress), Utah",Utah,Mike Kennedy,Republican ,3,5001800US4903,West,Mountain,0.765359964994466,0.6067504356006116,54.9,263067,73810,3251,3393,8717,37.1,12098,1356,57,10742,28.1,UT,0.38,0.59,49,0.34,0.66,New member,NA
"Congressional District 4 (118th Congress), Utah",Utah,Burgess Owens,Republican ,4,5001800US4904,West,Mountain,0.8002362793077218,0.6420370834635502,58.1,247813,87792,5019,3026,9389,46.6,13390,1538,64,11852,35.4,UT,0.38,0.59,49,0.3,0.63,NA,NA
"Congressional District (at Large) (118th Congress), Vermont",Vermont,Becca Balint,Democratic ,(at Large),5001800US5000,Northeast,New England,0.675910994039579,0.6230277480468608,47.7,265858,40082,5895,3503,9201,24.1,5960,1654,42,4306,15.1,VT,0.64,0.32,50,0.62,0.3,NA,NA
"Congressional District 1 (118th Congress), Virginia",Virginia,Robert J. Wittman,Republican ,1,5001800US5101,South,South Atlantic,0.7008265382249388,0.5854153073109454,56.2,300864,68404,4254,3522,12433,32.0,7951,1945,46,6006,22.7,VA,0.52,0.46,51,0.44,0.56000000000000005,NA,NA
"Congressional District 2 (118th Congress), Virginia",Virginia,Jennifer Kiggans,Republican ,2,5001800US5102,South,South Atlantic,0.7321398318889685,0.6169786117070467,52.5,302163,62743,5765,3241,16929,32.7,9536,2420,52,7116,20.8,VA,0.52,0.46,51,0.47,0.51,NA,NA
"Congressional District 3 (118th Congress), Virginia",Virginia,Robert C. Scott,Democratic ,3,5001800US5103,South,South Atlantic,0.7266561992848755,0.6254112021772648,39.7,312220,43125,7248,4845,26565,30.0,10315,4278,53,6037,13.8,VA,0.52,0.46,51,0.7,0.3,NA,NA
"Congressional District 4 (118th Congress), Virginia",Virginia,Jennifer McClellan,Democratic ,4,5001800US5104,South,South Atlantic,0.6818242798643097,0.6283708660595854,37.9,315656,37920,6631,3596,21042,26.3,9676,4794,49,4882,12.0,VA,0.52,0.46,51,0.67,0.33,NA,NA
"Congressional District 5 (118th Congress), Virginia",Virginia,John McGuire,Republican ,5,5001800US5105,South,South Atlantic,0.6122312545117856,0.5470018174391277,47.6,309848,48781,4690,3435,14967,26.6,8415,2895,47,5520,15.7,VA,0.52,0.46,51,0.42,0.57999999999999996,New member,NA
"Congressional District 6 (118th Congress), Virginia",Virginia,Benjamin Lee Cline,Republican ,6,5001800US5106,South,South Atlantic,0.6564492758248702,0.5708295433873022,46.8,306777,47359,7890,3538,13743,27.0,7453,2621,43,4832,15.4,VA,0.52,0.46,51,0.35,0.63,NA,NA
"Congressional District 7 (118th Congress), Virginia",Virginia,Eugene Vindman,Democratic ,7,5001800US5107,South,South Atlantic,0.7588651779312988,0.6322130093988066,53.1,265948,66644,6192,3406,12795,38.0,10921,2760,57,8161,25.1,VA,0.52,0.46,51,0.51,0.49,New member,NA
"Congressional District 8 (118th Congress), Virginia",Virginia,Donald Sternoff Beyer Jr.,Democratic ,8,5001800US5108,South,South Atlantic,0.7994898024504846,0.6949006564441772,47.7,325282,61764,3848,3430,11803,26.4,9591,1696,48,7895,19.0,VA,0.52,0.46,51,0.72,0.25,NA,NA
"Congressional District 9 (118th Congress), Virginia",Virginia,H. Morgan Griffith,Republican ,9,5001800US5109,South,South Atlantic,0.5573826288583037,0.4858427211016057,48.2,314102,46353,6268,3709,11456,25.0,7810,3078,47,4732,14.8,VA,0.52,0.46,51,0.27,0.73,NA,NA
"Congressional District 10 (118th Congress), Virginia",Virginia,Suhas Subramanyam,Democratic ,10,5001800US5110,South,South Atlantic,0.7924207469869934,0.6534123679376436,58.4,256480,86652,5112,3427,8882,43.4,8949,1667,47,7282,33.8,VA,0.52,0.46,51,0.52,0.48,New member,NA
"Congressional District 11 (118th Congress), Virginia",Virginia,Gerald Edward Connolly,Democratic ,11,5001800US5111,South,South Atlantic,0.7738260046489766,0.66011691952454,56.9,280436,77791,2479,3130,9044,34.7,8984,925,47,8059,27.7,VA,0.52,0.46,51,0.67,0.33,NA,NA
"Congressional District 1 (118th Congress), Washington",Washington,Suzan DelBene,Democratic ,1,5001800US5301,West,Pacific,0.769260056758737,0.6134868258481571,56.4,292869,77167,5323,3006,8500,33.9,10152,1576,54,8576,26.3,WA,0.58,0.39,53,0.63,0.37,NA,NA
"Congressional District 2 (118th Congress), Washington",Washington,Rick Larsen,Democratic ,2,5001800US5302,West,Pacific,0.6829079390770515,0.5669143935795184,50.5,307902,54762,7921,3366,10730,27.7,9204,2204,53,7000,17.8,WA,0.58,0.39,53,0.64,0.36,NA,NA
"Congressional District 3 (118th Congress), Washington",Washington,Marie Gluesenkamp Pérez,Democratic ,3,5001800US5303,West,Pacific,0.6669062914578119,0.5499253359880537,51.6,293042,56452,8111,4452,11482,30.8,9697,2243,56,7454,19.3,WA,0.58,0.39,53,0.52,0.48,NA,NA
"Congressional District 4 (118th Congress), Washington",Washington,Dan Newhouse,Republican ,4,5001800US5304,West,Pacific,0.6793719511776773,0.5665025318178487,49.9,266056,55558,12050,3982,16365,37.3,11111,3819,64,7292,20.9,WA,0.58,0.39,53,--,0.53,NA,NA
"Congressional District 5 (118th Congress), Washington",Washington,Michael Baumgartner,Republican ,5,5001800US5305,West,Pacific,0.6329365647540958,0.5599997450142314,48.3,303689,52682,7827,4279,11946,28.0,9043,2637,51,6406,17.3,WA,0.58,0.39,53,0.39,0.61,New member,NA
"Congressional District 6 (118th Congress), Washington",Washington,Emily Randall,Democratic ,6,5001800US5306,West,Pacific,0.6321789558840395,0.5382124759521684,51.3,311493,49923,8061,3912,10456,26.1,8784,2476,54,6308,16.0,WA,0.58,0.39,53,0.56999999999999995,0.43,New member,NA
"Congressional District 7 (118th Congress), Washington",Washington,Pramila Jayapal,Democratic ,7,5001800US5307,West,Pacific,0.7706360366494471,0.6877982968078208,41.9,355519,49341,3985,2813,9035,19.3,7373,1035,34,6338,13.9,WA,0.58,0.39,53,0.84,0.16,NA,NA
"Congressional District 8 (118th Congress), Washington",Washington,Kim Schrier,Democratic ,8,5001800US5308,West,Pacific,0.7286994258729798,0.599117735521171,59.2,276552,76146,5764,3563,8850,36.9,9087,1551,52,7536,27.5,WA,0.58,0.39,53,0.54,0.46,NA,NA
"Congressional District 9 (118th Congress), Washington",Washington,D. Adam Smith,Democratic ,9,5001800US5309,West,Pacific,0.7381056475671227,0.6200628336809518,47.5,284544,57750,6472,3649,12989,31.4,9925,2425,53,7500,20.3,WA,0.58,0.39,53,0.67,--,NA,NA
"Congressional District 10 (118th Congress), Washington",Washington,Marilyn Strickland,Democratic ,10,5001800US5310,West,Pacific,0.7086327857631759,0.5955170358500337,49.8,287606,59120,9850,4111,13708,33.0,10743,2992,58,7751,20.6,WA,0.58,0.39,53,0.59,0.41,NA,NA
"Congressional District 1 (118th Congress), West Virginia",West Virginia,Carol Miller,Republican ,1,5001800US5401,South,South Atlantic,0.5246908261037557,0.4558818816894187,48.6,357812,52020,7594,4029,14775,25.9,8645,3564,46,5081,14.5,WV,0.28,0.7,54,0.26,0.66,NA,NA
"Congressional District 2 (118th Congress), West Virginia",West Virginia,Riley Moore,Republican ,2,5001800US5402,South,South Atlantic,0.6167477610698557,0.5319724545007378,48.0,358228,55430,8585,3847,13629,26.2,10199,3871,52,6328,15.5,WV,0.28,0.7,54,0.28999999999999998,0.71,New member,NA
"Congressional District 1 (118th Congress), Wisconsin",Wisconsin,Bryan Steil,Republican ,1,5001800US5501,Midwest,NE Central,0.6937438104019397,0.616491281921247,48.9,297249,48909,8836,4623,14352,28.2,8294,2978,51,5316,16.5,WI,0.49,0.5,55,0.44,0.54,NA,NA
"Congressional District 2 (118th Congress), Wisconsin",Wisconsin,Mark Pocan,Democratic ,2,5001800US5502,Midwest,NE Central,0.735849621459079,0.6628183868400106,48.5,313325,55093,6061,4465,11422,26.1,8378,1481,46,6897,17.6,WI,0.49,0.5,55,0.7,0.3,NA,NA
"Congressional District 3 (118th Congress), Wisconsin",Wisconsin,Derrick Van Orden,Republican ,3,5001800US5503,Midwest,NE Central,0.6736535335986101,0.6164755521460007,48.6,297099,50073,7161,4320,8734,25.2,8358,2325,51,6033,16.9,WI,0.49,0.5,55,0.49,0.51,NA,NA
"Congressional District 4 (118th Congress), Wisconsin",Wisconsin,Gwen Moore,Democratic ,4,5001800US5504,Midwest,NE Central,0.6737077133246178,0.617342670552677,33.3,300580,36415,8889,4343,28494,29.0,9217,4320,48,4897,12.1,WI,0.49,0.5,55,0.75,0.22,NA,NA
"Congressional District 5 (118th Congress), Wisconsin",Wisconsin,Scott Fitzgerald,Republican ,5,5001800US5505,Midwest,NE Central,0.7299488040341485,0.6282224484734568,56.4,303343,61236,5538,3746,8337,27.6,7521,1169,48,6352,20.2,WI,0.49,0.5,55,0.36,0.64,NA,NA
"Congressional District 6 (118th Congress), Wisconsin",Wisconsin,Glenn Grothman,Republican ,6,5001800US5506,Midwest,NE Central,0.6889886021223635,0.6064807933955764,51.7,306079,51672,6929,4620,10890,26.1,8416,2302,55,6114,16.9,WI,0.49,0.5,55,0.39,0.61,NA,NA
"Congressional District 7 (118th Congress), Wisconsin",Wisconsin,Tom Tiffany,Republican ,7,5001800US5507,Midwest,NE Central,0.6481057741725345,0.5890048368698784,54.8,305686,50730,7463,4228,9528,25.5,8140,1814,57,6326,16.6,WI,0.49,0.5,55,0.36,0.64,NA,NA
"Congressional District 8 (118th Congress), Wisconsin",Wisconsin,Tony Wied,Republican ,8,5001800US5508,Midwest,NE Central,0.7039873170600353,0.6242443084471869,53.6,302127,55772,8335,4765,9926,28.0,8094,2250,51,5844,18.5,WI,0.49,0.5,55,0.43,0.56999999999999995,NA,NA
"Congressional District (at Large) (118th Congress), Wyoming",Wyoming,Harriet Hageman,Republican ,(at Large),5001800US5600,West,Mountain,0.7074363080259937,0.6048740087007245,53.2,234156,45518,5449,3364,8035,28.9,7955,2112,62,5843,19.4,WY,0.26,0.72,56,0.23,0.71,NA,NA
